ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
1.4.214.148,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.805399894714355,100.67510223388672,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=891, connections=ConnectionAttempts(success=345, fail=2698), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=804, connections=ConnectionAttempts(success=100, fail=2940), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=529, connections=ConnectionAttempts(success=421, fail=2619), uptime=13.0%, visibleIp=1.4.214.148), ms_HK=EndpointServerData(ping=452, connections=ConnectionAttempts(success=356, fail=2660), uptime=11.0%, visibleIp=null))",,"2023-04-09 20:25:32.0","2023-04-09 20:34:20.0",,,
1.4.214.178,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,false,"TOT Public Company Limited",Thailand,TH,13.859000205993652,100.47720336914062,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3894, connections=ConnectionAttempts(success=272, fail=1074), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1326), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1178, connections=ConnectionAttempts(success=242, fail=1082), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1687, connections=ConnectionAttempts(success=255, fail=1058), uptime=19.0%, visibleIp=null))",,"2023-04-09 20:08:37.0","2023-04-09 20:38:33.0",,,
1.4.247.1,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=false, autoRead=null)]",,true,"TOT Public Company Limited",Thailand,TH,13.863800048828125,100.59980010986328,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=915, connections=ConnectionAttempts(success=29, fail=150), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=169), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=567, connections=ConnectionAttempts(success=32, fail=157), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=484, connections=ConnectionAttempts(success=31, fail=150), uptime=17.0%, visibleIp=null))",,"2023-04-09 20:04:59.0","2023-04-09 20:43:36.0",,,
1.9.27.212,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=false, autoRead=null)]",,true,"Tmnet, Telekom Malaysia Bhd",Malaysia,MY,3.0383999347686768,101.71050262451172,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=943, connections=ConnectionAttempts(success=20, fail=73), uptime=21.0%, visibleIp=1.9.27.212), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=79), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1104, connections=ConnectionAttempts(success=19, fail=68), uptime=21.0%, visibleIp=null), ms_HK=EndpointServerData(ping=562, connections=ConnectionAttempts(success=17, fail=72), uptime=19.0%, visibleIp=null))",,"2023-04-09 20:46:10.0","2023-04-09 20:46:11.0",,,
1.9.164.242,35471,,,"[ProtocolDataType(type=socks4, port=35471, tls=true, autoRead=[true])]",,true,"Tmnet, Telekom Malaysia Bhd",Malaysia,MY,3.0439000129699707,101.5792007446289,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1059, connections=ConnectionAttempts(success=1366, fail=1229), uptime=52.0%, visibleIp=1.9.164.242), ora_UK=EndpointServerData(ping=1004, connections=ConnectionAttempts(success=221, fail=2361), uptime=8.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1165, connections=ConnectionAttempts(success=1528, fail=1036), uptime=59.0%, visibleIp=1.9.164.242), ms_HK=EndpointServerData(ping=692, connections=ConnectionAttempts(success=1347, fail=1238), uptime=52.0%, visibleIp=1.9.164.242))",,"2023-04-09 20:30:36.0","2023-04-09 20:35:35.0",,,
1.9.167.35,60489,,,"[ProtocolDataType(type=socks4, port=60489, tls=true, autoRead=[false])]",,false,"Tmnet, Telekom Malaysia Bhd",Malaysia,MY,3.0608999729156494,101.75240325927734,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1024, connections=ConnectionAttempts(success=486, fail=2540), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=999, connections=ConnectionAttempts(success=111, fail=2934), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1190, connections=ConnectionAttempts(success=490, fail=2559), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=638, connections=ConnectionAttempts(success=427, fail=2593), uptime=14.0%, visibleIp=null))",,"2023-04-09 19:50:45.0","2023-04-09 20:39:06.0",,,
1.9.167.36,60489,,,"[ProtocolDataType(type=socks4, port=60489, tls=true, autoRead=[false])]",,true,"Tmnet, Telekom Malaysia Bhd",Malaysia,MY,3.0608999729156494,101.75240325927734,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=995, connections=ConnectionAttempts(success=438, fail=2581), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1001, connections=ConnectionAttempts(success=104, fail=2911), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1175, connections=ConnectionAttempts(success=464, fail=2537), uptime=15.0%, visibleIp=1.9.167.35), ms_HK=EndpointServerData(ping=650, connections=ConnectionAttempts(success=448, fail=2566), uptime=14.0%, visibleIp=null))",,"2023-04-09 20:10:37.0","2023-04-09 20:36:09.0",,,
1.9.213.114,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Tmnet, Telekom Malaysia Bhd",Malaysia,MY,2.68179988861084,101.98809814453125,AS4788,"PerformanceConnectData(aws_NA=EndpointServerData(ping=952, connections=ConnectionAttempts(success=473, fail=2548), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=954, connections=ConnectionAttempts(success=144, fail=2872), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1118, connections=ConnectionAttempts(success=570, fail=2449), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=579, connections=ConnectionAttempts(success=458, fail=2566), uptime=15.0%, visibleIp=1.9.213.114))",,"2023-04-09 20:18:28.0","2023-04-09 20:41:39.0",,,
1.10.141.115,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.766300201416016,100.65029907226562,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3285, connections=ConnectionAttempts(success=351, fail=2075), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1834, connections=ConnectionAttempts(success=51, fail=2370), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2476, connections=ConnectionAttempts(success=361, fail=2056), uptime=14.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1259, connections=ConnectionAttempts(success=360, fail=2060), uptime=14.0%, visibleIp=null))",,"2023-04-09 20:05:44.0","2023-04-09 20:43:32.0",,,
1.10.231.204,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=false, autoRead=null)]",,true,"TOT Public Company Limited",Thailand,TH,13.698399543762207,100.46379852294922,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=875, connections=ConnectionAttempts(success=5, fail=36), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=38), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=608, connections=ConnectionAttempts(success=4, fail=30), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=466, connections=ConnectionAttempts(success=7, fail=33), uptime=17.0%, visibleIp=null))",,"2023-04-09 20:25:14.0","2023-04-09 20:48:34.0",,,
1.20.137.82,32241,,,"[ProtocolDataType(type=socks4, port=32241, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,13.774900436401367,100.51969909667969,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=861, connections=ConnectionAttempts(success=435, fail=2575), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=858, connections=ConnectionAttempts(success=156, fail=2873), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=584, connections=ConnectionAttempts(success=538, fail=2486), uptime=17.0%, visibleIp=1.20.137.82), ms_HK=EndpointServerData(ping=563, connections=ConnectionAttempts(success=446, fail=2556), uptime=14.0%, visibleIp=1.20.137.82))",,"2023-04-09 20:23:07.0","2023-04-09 20:23:08.0",,,
1.20.169.132,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,true,"TOT Mobile Co LTD",Thailand,TH,13.17020034790039,100.92569732666016,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2759, connections=ConnectionAttempts(success=8, fail=523), uptime=1.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=529), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1661, connections=ConnectionAttempts(success=6, fail=519), uptime=1.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3374, connections=ConnectionAttempts(success=6, fail=506), uptime=1.0%, visibleIp=null))",,"2023-04-09 20:29:37.0","2023-04-09 20:34:38.0",,,
1.20.184.75,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Mobile Co LTD",Thailand,TH,13.736599922180176,100.49949645996094,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=886, connections=ConnectionAttempts(success=511, fail=2502), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=943, connections=ConnectionAttempts(success=126, fail=2939), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=547, connections=ConnectionAttempts(success=536, fail=2475), uptime=17.0%, visibleIp=1.20.184.75), ms_HK=EndpointServerData(ping=489, connections=ConnectionAttempts(success=492, fail=2543), uptime=16.0%, visibleIp=null))",,"2023-04-09 20:11:05.0","2023-04-09 20:18:55.0",,,
1.20.235.153,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,false,"TOT Mobile Co LTD",Thailand,TH,7.949999809265137,98.35639953613281,AS23969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=928, connections=ConnectionAttempts(success=348, fail=2490), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=728, connections=ConnectionAttempts(success=80, fail=2740), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=545, connections=ConnectionAttempts(success=362, fail=2467), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=471, connections=ConnectionAttempts(success=336, fail=2511), uptime=11.0%, visibleIp=1.20.235.153))",,"2023-04-09 20:03:39.0","2023-04-09 20:46:12.0",,,
1.85.52.250,9797,,,"[ProtocolDataType(type=http, port=9797, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=9797, tls=false, autoRead=[true])]",,true,"Chinanet SN",China,CN,34.26350021362305,108.92459869384766,AS4134,"PerformanceConnectData(aws_NA=EndpointServerData(ping=726, connections=ConnectionAttempts(success=1678, fail=742), uptime=69.0%, visibleIp=null), ora_UK=EndpointServerData(ping=738, connections=ConnectionAttempts(success=274, fail=2133), uptime=11.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3508, connections=ConnectionAttempts(success=1182, fail=1227), uptime=49.0%, visibleIp=1.85.52.250), ms_HK=EndpointServerData(ping=610, connections=ConnectionAttempts(success=1657, fail=751), uptime=68.0%, visibleIp=1.85.52.250))",,"2023-04-09 20:34:27.0","2023-04-09 20:34:27.0",,,
1.120.134.30,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=false, autoRead=null)]",,false,"Telstra Corporation Limited",Australia,AU,-42.86750030517578,147.35870361328125,AS1221,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1207, connections=ConnectionAttempts(success=52, fail=2199), uptime=2.0%, visibleIp=1.120.134.30), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=2230), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1109, connections=ConnectionAttempts(success=65, fail=2189), uptime=2.0%, visibleIp=null), ms_HK=EndpointServerData(ping=925, connections=ConnectionAttempts(success=63, fail=2173), uptime=2.0%, visibleIp=1.120.134.30))",,"2023-04-09 20:16:43.0","2023-04-09 20:42:19.0",,,
1.179.130.201,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,13.744199752807617,100.46080017089844,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=932, connections=ConnectionAttempts(success=387, fail=2639), uptime=12.0%, visibleIp=101.109.82.126), ora_UK=EndpointServerData(ping=794, connections=ConnectionAttempts(success=123, fail=2917), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=596, connections=ConnectionAttempts(success=491, fail=2542), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=525, connections=ConnectionAttempts(success=394, fail=2618), uptime=13.0%, visibleIp=null))",,"2023-04-09 19:54:52.0","2023-04-09 20:40:51.0",,,
1.179.148.33,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,"TOT Public Company Limited",Thailand,TH,13.724300384521484,100.21299743652344,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=930, connections=ConnectionAttempts(success=182, fail=1592), uptime=10.0%, visibleIp=null), ora_UK=EndpointServerData(ping=751, connections=ConnectionAttempts(success=4, fail=1766), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=582, connections=ConnectionAttempts(success=197, fail=1576), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=533, connections=ConnectionAttempts(success=177, fail=1611), uptime=9.0%, visibleIp=1.179.148.33))",,"2023-04-09 20:10:20.0","2023-04-09 20:43:32.0",,,
1.179.173.114,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"TOT Public Company Limited",Thailand,TH,15.695099830627441,104.64939880371094,AS131293,"PerformanceConnectData(aws_NA=EndpointServerData(ping=984, connections=ConnectionAttempts(success=417, fail=2573), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=793, connections=ConnectionAttempts(success=96, fail=2926), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=599, connections=ConnectionAttempts(success=457, fail=2549), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=528, connections=ConnectionAttempts(success=351, fail=2655), uptime=11.0%, visibleIp=null))",,"2023-04-09 20:28:28.0","2023-04-09 20:46:59.0",,,
1.193.163.110,10100,,,"[ProtocolDataType(type=http, port=10100, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=10100, tls=true, autoRead=[false])]",,true,"Chinanet HA",China,CN,34.77320098876953,113.72200012207031,AS4134,"PerformanceConnectData(aws_NA=EndpointServerData(ping=10085, connections=ConnectionAttempts(success=178, fail=2092), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=7817, connections=ConnectionAttempts(success=39, fail=2241), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=9411, connections=ConnectionAttempts(success=99, fail=2173), uptime=4.0%, visibleIp=null), ms_HK=EndpointServerData(ping=7801, connections=ConnectionAttempts(success=169, fail=2113), uptime=7.0%, visibleIp=1.193.163.110))",,"2023-04-09 20:46:41.0","2023-04-09 20:49:15.0",,,
2.50.153.194,53281,,,"[ProtocolDataType(type=https, port=53281, tls=false, autoRead=null)]",,true,Etisalat,"United Arab Emirates",AE,24.46380043029785,54.362998962402344,AS5384,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3078, connections=ConnectionAttempts(success=65, fail=361), uptime=15.0%, visibleIp=2.50.153.194), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=431), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3201, connections=ConnectionAttempts(success=82, fail=333), uptime=19.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1511, connections=ConnectionAttempts(success=68, fail=349), uptime=16.0%, visibleIp=null))",,"2023-04-09 20:47:39.0","2023-04-09 20:47:39.0",,,
2.138.28.204,3128,,,"[ProtocolDataType(type=https, port=3128, tls=true, autoRead=[true])]",,false,"TELEFONICA DE ESPANA S.A.U.",Spain,ES,40.41630172729492,-3.6933999061584473,AS3352,"PerformanceConnectData(aws_NA=EndpointServerData(ping=739, connections=ConnectionAttempts(success=209, fail=1033), uptime=16.0%, visibleIp=2.138.28.204), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1244), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2024, connections=ConnectionAttempts(success=206, fail=1029), uptime=16.0%, visibleIp=2.138.28.204), ms_HK=EndpointServerData(ping=4690, connections=ConnectionAttempts(success=192, fail=1056), uptime=15.0%, visibleIp=null))",,"2023-04-09 20:45:39.0","2023-04-09 20:45:40.0",,,
3.20.236.208,49205,,,"[ProtocolDataType(type=https, port=49205, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=49205, tls=true, autoRead=[false])]",,true,"Amazon Technologies Inc","United States",US,39.962501525878906,-83.006103515625,AS16509,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3573, connections=ConnectionAttempts(success=2091, fail=1724), uptime=54.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1860, connections=ConnectionAttempts(success=1014, fail=2800), uptime=26.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1838, connections=ConnectionAttempts(success=2028, fail=1782), uptime=53.0%, visibleIp=3.20.236.208), ms_HK=EndpointServerData(ping=1640, connections=ConnectionAttempts(success=2025, fail=1776), uptime=53.0%, visibleIp=3.20.236.208))",,"2023-04-09 20:44:32.0","2023-04-09 20:44:33.0",,,
3.84.68.97,8118,,,"[ProtocolDataType(type=https, port=8118, tls=false, autoRead=null), ProtocolDataType(type=http, port=8118, tls=true, autoRead=[false])]",,true,"Amazon Data Services NoVa","United States",US,39.04690170288086,-77.49030303955078,AS14618,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2045, connections=ConnectionAttempts(success=139, fail=1964), uptime=6.0%, visibleIp=185.220.101.32), ora_UK=EndpointServerData(ping=2588, connections=ConnectionAttempts(success=34, fail=2097), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2735, connections=ConnectionAttempts(success=161, fail=1960), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2283, connections=ConnectionAttempts(success=147, fail=1952), uptime=7.0%, visibleIp=null))",,"2023-04-09 20:24:07.0","2023-04-09 20:46:41.0",,,
3.87.169.101,8088,,,"[ProtocolDataType(type=socks4, port=8088, tls=false, autoRead=null)]",,true,"Amazon Data Services NoVa","United States",US,39.04690170288086,-77.49030303955078,AS14618,"PerformanceConnectData(aws_NA=EndpointServerData(ping=8260, connections=ConnectionAttempts(success=49, fail=1915), uptime=2.0%, visibleIp=3.87.169.101), ora_UK=EndpointServerData(ping=9005, connections=ConnectionAttempts(success=4, fail=1972), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5647, connections=ConnectionAttempts(success=49, fail=1936), uptime=2.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2632, connections=ConnectionAttempts(success=38, fail=1944), uptime=1.0%, visibleIp=null))",,"2023-04-09 20:05:45.0","2023-04-09 20:46:27.0",,,
